"","year","month","date_of_month","day_of_week","births"
"1809",2004,12,13,1,11809
"1810",2004,12,14,2,13360
"1811",2004,12,15,3,13380
"1812",2004,12,16,4,13418
"1813",2004,12,17,5,13090
"1814",2004,12,18,6,8623
"1815",2004,12,19,7,7552
"1816",2004,12,20,1,13587
"1817",2004,12,21,2,14390
"1818",2004,12,22,3,13006
"1819",2004,12,23,4,11043
"1820",2004,12,24,5,7813
"1821",2004,12,25,6,6259
"1822",2004,12,26,7,7087
"1823",2004,12,27,1,12276
"1824",2004,12,28,2,13965
"1825",2004,12,29,3,13642
"1826",2004,12,30,4,13314
"1827",2004,12,31,5,10130
"1828",2005,1,1,6,7317
"1829",2005,1,2,7,6871
"1830",2005,1,3,1,11153
"1831",2005,1,4,2,12644
"1832",2005,1,5,3,12671
"1833",2005,1,6,4,12733
"1834",2005,1,7,5,12581
"1835",2005,1,8,6,8376
"1836",2005,1,9,7,7169
"1837",2005,1,10,1,11803
"1838",2005,1,11,2,12949
"1839",2005,1,12,3,12842
"1840",2005,1,13,4,12357
"1841",2005,1,14,5,12562
"1842",2005,1,15,6,8502
"1843",2005,1,16,7,7192
"1844",2005,1,17,1,11059
"1845",2005,1,18,2,12677
"1846",2005,1,19,3,12726
"1847",2005,1,20,4,12847
"1848",2005,1,21,5,12579
"1849",2005,1,22,6,8255
"1850",2005,1,23,7,7376
"1851",2005,1,24,1,11716
"1852",2005,1,25,2,13295
"1853",2005,1,26,3,12733
"1854",2005,1,27,4,12680
"1855",2005,1,28,5,12578
"1856",2005,1,29,6,8303
"1857",2005,1,30,7,7402
"1858",2005,1,31,1,11530
"1859",2005,2,1,2,13263
"1860",2005,2,2,3,12966
"1861",2005,2,3,4,12638
"1862",2005,2,4,5,12671
"1863",2005,2,5,6,8539
"1864",2005,2,6,7,7432
"1865",2005,2,7,1,11867
"1866",2005,2,8,2,12927
"1867",2005,2,9,3,12469
"1868",2005,2,10,4,12865
"1869",2005,2,11,5,12517
"1870",2005,2,12,6,8462
"1871",2005,2,13,7,7395
"1872",2005,2,14,1,12386
"1873",2005,2,15,2,13378
"1874",2005,2,16,3,13029
"1875",2005,2,17,4,12718
"1876",2005,2,18,5,12589
"1877",2005,2,19,6,8318
"1878",2005,2,20,7,7342
"1879",2005,2,21,1,11087
"1880",2005,2,22,2,12699
"1881",2005,2,23,3,12685
"1882",2005,2,24,4,12733
"1883",2005,2,25,5,12495
"1884",2005,2,26,6,8293
"1885",2005,2,27,7,7449
"1886",2005,2,28,1,11678
"1887",2005,3,1,2,13042
"1888",2005,3,2,3,12765
"1889",2005,3,3,4,13018
"1890",2005,3,4,5,12772
"1891",2005,3,5,6,8499
"1892",2005,3,6,7,7382
"1893",2005,3,7,1,11801
"1894",2005,3,8,2,12969
"1895",2005,3,9,3,12700
"1896",2005,3,10,4,12920
"1897",2005,3,11,5,12777
"1898",2005,3,12,6,8511
"1899",2005,3,13,7,7239
"1900",2005,3,14,1,12086
"1901",2005,3,15,2,13144
"1902",2005,3,16,3,12718
"1903",2005,3,17,4,13118
"1904",2005,3,18,5,12690
"1905",2005,3,19,6,8557
"1906",2005,3,20,7,7454
"1907",2005,3,21,1,12108
"1908",2005,3,22,2,13386
"1909",2005,3,23,3,12910
"1910",2005,3,24,4,12912
"1911",2005,3,25,5,12111
"1912",2005,3,26,6,7980
"1913",2005,3,27,7,6923
"1914",2005,3,28,1,11820
"1915",2005,3,29,2,13028
"1916",2005,3,30,3,12947
"1917",2005,3,31,4,12834
"1918",2005,4,1,5,11760
"1919",2005,4,2,6,8574
"1920",2005,4,3,7,7065
"1921",2005,4,4,1,12457
"1922",2005,4,5,2,13274
"1923",2005,4,6,3,13200
"1924",2005,4,7,4,12996
"1925",2005,4,8,5,12747
"1926",2005,4,9,6,8355
"1927",2005,4,10,7,7443
"1928",2005,4,11,1,12143
"1929",2005,4,12,2,13146
"1930",2005,4,13,3,12452
"1931",2005,4,14,4,12976
"1932",2005,4,15,5,13063
"1933",2005,4,16,6,8291
"1934",2005,4,17,7,7214
"1935",2005,4,18,1,12023
"1936",2005,4,19,2,13197
"1937",2005,4,20,3,13120
"1938",2005,4,21,4,12978
"1939",2005,4,22,5,12543
"1940",2005,4,23,6,8244
"1941",2005,4,24,7,7267
"1942",2005,4,25,1,12002
"1943",2005,4,26,2,13157
"1944",2005,4,27,3,12929
"1945",2005,4,28,4,12822
"1946",2005,4,29,5,12342
"1947",2005,4,30,6,8280
"1948",2005,5,1,7,7230
"1949",2005,5,2,1,11980
"1950",2005,5,3,2,13079
"1951",2005,5,4,3,12841
"1952",2005,5,5,4,14357
"1953",2005,5,6,5,12496
"1954",2005,5,7,6,8204
"1955",2005,5,8,7,7349
"1956",2005,5,9,1,12155
"1957",2005,5,10,2,13299
"1958",2005,5,11,3,12762
"1959",2005,5,12,4,13251
"1960",2005,5,13,5,11803
"1961",2005,5,14,6,8610
"1962",2005,5,15,7,7515
"1963",2005,5,16,1,12307
"1964",2005,5,17,2,13659
"1965",2005,5,18,3,13378
"1966",2005,5,19,4,13114
"1967",2005,5,20,5,13007
"1968",2005,5,21,6,8490
"1969",2005,5,22,7,7386
"1970",2005,5,23,1,12445
"1971",2005,5,24,2,13740
"1972",2005,5,25,3,13793
"1973",2005,5,26,4,13654
"1974",2005,5,27,5,13378
"1975",2005,5,28,6,8688
"1976",2005,5,29,7,7270
"1977",2005,5,30,1,7886
"1978",2005,5,31,2,12610
"1979",2005,6,1,3,14054
"1980",2005,6,2,4,13666
"1981",2005,6,3,5,13483
"1982",2005,6,4,6,8686
"1983",2005,6,5,7,7791
"1984",2005,6,6,1,12363
"1985",2005,6,7,2,13481
"1986",2005,6,8,3,13138
"1987",2005,6,9,4,13422
"1988",2005,6,10,5,13230
"1989",2005,6,11,6,8621
"1990",2005,6,12,7,7487
"1991",2005,6,13,1,11843
"1992",2005,6,14,2,13815
"1993",2005,6,15,3,13261
"1994",2005,6,16,4,13033
"1995",2005,6,17,5,12821
"1996",2005,6,18,6,8573
"1997",2005,6,19,7,7522
"1998",2005,6,20,1,12332
"1999",2005,6,21,2,13439
"2000",2005,6,22,3,13342
"2001",2005,6,23,4,13458
"2002",2005,6,24,5,13032
"2003",2005,6,25,6,8737
"2004",2005,6,26,7,7603
"2005",2005,6,27,1,12488
"2006",2005,6,28,2,13813
"2007",2005,6,29,3,14039
"2008",2005,6,30,4,14003
"2009",2005,7,1,5,13759
"2010",2005,7,2,6,8862
"2011",2005,7,3,7,7668
"2012",2005,7,4,1,7733
"2013",2005,7,5,2,12847
"2014",2005,7,6,3,14562
"2015",2005,7,7,4,14627
"2016",2005,7,8,5,14136
"2017",2005,7,9,6,9189
"2018",2005,7,10,7,7829
"2019",2005,7,11,1,12626
"2020",2005,7,12,2,13884
"2021",2005,7,13,3,13431
"2022",2005,7,14,4,14038
"2023",2005,7,15,5,13685
"2024",2005,7,16,6,9036
"2025",2005,7,17,7,7793
"2026",2005,7,18,1,12698
"2027",2005,7,19,2,13791
"2028",2005,7,20,3,13603
"2029",2005,7,21,4,13870
"2030",2005,7,22,5,13390
"2031",2005,7,23,6,8916
"2032",2005,7,24,7,7762
"2033",2005,7,25,1,12651
"2034",2005,7,26,2,13671
"2035",2005,7,27,3,13528
"2036",2005,7,28,4,13621
"2037",2005,7,29,5,13260
"2038",2005,7,30,6,8987
"2039",2005,7,31,7,7743
"2040",2005,8,1,1,12415
"2041",2005,8,2,2,13730
"2042",2005,8,3,3,13350
"2043",2005,8,4,4,13511
"2044",2005,8,5,5,13413
"2045",2005,8,6,6,8820
"2046",2005,8,7,7,7662
"2047",2005,8,8,1,12553
"2048",2005,8,9,2,13893
"2049",2005,8,10,3,13593
"2050",2005,8,11,4,14011
"2051",2005,8,12,5,13610
"2052",2005,8,13,6,9049
"2053",2005,8,14,7,7867
"2054",2005,8,15,1,12740
"2055",2005,8,16,2,13998
"2056",2005,8,17,3,13801
"2057",2005,8,18,4,14009
"2058",2005,8,19,5,13365
"2059",2005,8,20,6,9118
"2060",2005,8,21,7,7776
"2061",2005,8,22,1,12487
"2062",2005,8,23,2,13739
"2063",2005,8,24,3,13569
"2064",2005,8,25,4,13824
"2065",2005,8,26,5,13327
"2066",2005,8,27,6,8952
"2067",2005,8,28,7,7743
"2068",2005,8,29,1,12711
"2069",2005,8,30,2,13933
"2070",2005,8,31,3,13898
"2071",2005,9,1,4,14160
"2072",2005,9,2,5,13904
"2073",2005,9,3,6,9128
"2074",2005,9,4,7,7931
"2075",2005,9,5,1,8116
"2076",2005,9,6,2,13124
"2077",2005,9,7,3,14744
"2078",2005,9,8,4,14740
"2079",2005,9,9,5,14505
"2080",2005,9,10,6,9565
"2081",2005,9,11,7,8041
"2082",2005,9,12,1,13189
"2083",2005,9,13,2,13951
"2084",2005,9,14,3,14160
"2085",2005,9,15,4,14263
"2086",2005,9,16,5,14189
"2087",2005,9,17,6,9459
"2088",2005,9,18,7,8262
"2089",2005,9,19,1,13460
"2090",2005,9,20,2,14590
"2091",2005,9,21,3,14203
"2092",2005,9,22,4,13973
"2093",2005,9,23,5,13776
"2094",2005,9,24,6,9207
"2095",2005,9,25,7,8028
"2096",2005,9,26,1,12952
"2097",2005,9,27,2,13955
"2098",2005,9,28,3,13785
"2099",2005,9,29,4,13540
"2100",2005,9,30,5,13454
"2101",2005,10,1,6,8820
"2102",2005,10,2,7,7841
"2103",2005,10,3,1,12816
"2104",2005,10,4,2,13449
"2105",2005,10,5,3,13488
"2106",2005,10,6,4,13552
"2107",2005,10,7,5,13056
"2108",2005,10,8,6,8846
"2109",2005,10,9,7,7508
"2110",2005,10,10,1,12298
"2111",2005,10,11,2,13256
"2112",2005,10,12,3,13191
"2113",2005,10,13,4,12922
"2114",2005,10,14,5,13087
"2115",2005,10,15,6,8733
"2116",2005,10,16,7,7432
"2117",2005,10,17,1,12230
"2118",2005,10,18,2,13442
"2119",2005,10,19,3,12932
"2120",2005,10,20,4,13267
"2121",2005,10,21,5,12828
"2122",2005,10,22,6,8568
"2123",2005,10,23,7,7371
"2124",2005,10,24,1,12012
"2125",2005,10,25,2,13351
"2126",2005,10,26,3,12798
"2127",2005,10,27,4,13273
"2128",2005,10,28,5,12619
"2129",2005,10,29,6,8509
"2130",2005,10,30,7,7459
"2131",2005,10,31,1,10207
"2132",2005,11,1,2,13682
"2133",2005,11,2,3,13275
"2134",2005,11,3,4,13284
"2135",2005,11,4,5,12928
"2136",2005,11,5,6,8675
"2137",2005,11,6,7,7565
"2138",2005,11,7,1,12176
"2139",2005,11,8,2,13678
"2140",2005,11,9,3,13208
"2141",2005,11,10,4,13227
"2142",2005,11,11,5,12584
"2143",2005,11,12,6,8333
"2144",2005,11,13,7,7420
"2145",2005,11,14,1,12164
"2146",2005,11,15,2,13549
"2147",2005,11,16,3,13113
"2148",2005,11,17,4,13280
"2149",2005,11,18,5,13153
"2150",2005,11,19,6,8481
"2151",2005,11,20,7,7594
"2152",2005,11,21,1,13399
"2153",2005,11,22,2,14175
"2154",2005,11,23,3,12202
"2155",2005,11,24,4,7267
"2156",2005,11,25,5,9090
"2157",2005,11,26,6,7848
"2158",2005,11,27,7,7197
"2159",2005,11,28,1,12716
"2160",2005,11,29,2,13743
"2161",2005,11,30,3,13176
"2162",2005,12,1,4,13210
"2163",2005,12,2,5,12599
"2164",2005,12,3,6,8241
"2165",2005,12,4,7,7297
"2166",2005,12,5,1,12106
"2167",2005,12,6,2,13249
"2168",2005,12,7,3,13017
"2169",2005,12,8,4,13048
"2170",2005,12,9,5,12391
"2171",2005,12,10,6,8401
"2172",2005,12,11,7,7368
"2173",2005,12,12,1,12494
"2174",2005,12,13,2,13323
"2175",2005,12,14,3,13768
"2176",2005,12,15,4,13586
"2177",2005,12,16,5,13320
"2178",2005,12,17,6,8701
"2179",2005,12,18,7,7617
"2180",2005,12,19,1,13410
"2181",2005,12,20,2,14659
"2182",2005,12,21,3,14159
"2183",2005,12,22,4,12877
"2184",2005,12,23,5,10642
"2185",2005,12,24,6,7256
"2186",2005,12,25,7,6224
"2187",2005,12,26,1,8505
"2188",2005,12,27,2,13056
"2189",2005,12,28,3,14381
"2190",2005,12,29,4,13972
"2191",2005,12,30,5,13208
"2192",2005,12,31,6,8635
"2193",2006,1,1,7,7137
"2194",2006,1,2,1,8198
"2195",2006,1,3,2,11992
"2196",2006,1,4,3,12966
"2197",2006,1,5,4,13117
"2198",2006,1,6,5,13071
"2199",2006,1,7,6,8546
"2200",2006,1,8,7,7409
"2201",2006,1,9,1,11809
"2202",2006,1,10,2,12992
"2203",2006,1,11,3,12844
"2204",2006,1,12,4,13309
"2205",2006,1,13,5,11994
"2206",2006,1,14,6,8628
"2207",2006,1,15,7,7312
"2208",2006,1,16,1,11477
"2209",2006,1,17,2,13018
"2210",2006,1,18,3,13079
"2211",2006,1,19,4,13125
"2212",2006,1,20,5,13040
"2213",2006,1,21,6,8408
"2214",2006,1,22,7,7442
"2215",2006,1,23,1,12102
"2216",2006,1,24,2,12983
"2217",2006,1,25,3,12911
"2218",2006,1,26,4,13044
"2219",2006,1,27,5,12917
"2220",2006,1,28,6,8439
"2221",2006,1,29,7,7572
"2222",2006,1,30,1,12150
"2223",2006,1,31,2,12945
"2224",2006,2,1,3,12960
"2225",2006,2,2,4,13231
"2226",2006,2,3,5,13089
"2227",2006,2,4,6,8647
"2228",2006,2,5,7,7506
"2229",2006,2,6,1,12302
"2230",2006,2,7,2,13555
"2231",2006,2,8,3,13057
"2232",2006,2,9,4,13232
"2233",2006,2,10,5,13298
"2234",2006,2,11,6,8702
"2235",2006,2,12,7,7404
"2236",2006,2,13,1,11955
"2237",2006,2,14,2,13886
"2238",2006,2,15,3,13424
"2239",2006,2,16,4,13303
"2240",2006,2,17,5,13218
"2241",2006,2,18,6,8738
"2242",2006,2,19,7,7577
"2243",2006,2,20,1,11466
"2244",2006,2,21,2,13172
"2245",2006,2,22,3,13341
"2246",2006,2,23,4,13280
"2247",2006,2,24,5,12832
"2248",2006,2,25,6,8557
"2249",2006,2,26,7,7400
"2250",2006,2,27,1,12080
"2251",2006,2,28,2,13223
"2252",2006,3,1,3,13422
"2253",2006,3,2,4,13210
"2254",2006,3,3,5,13212
"2255",2006,3,4,6,8682
"2256",2006,3,5,7,7440
"2257",2006,3,6,1,12361
"2258",2006,3,7,2,13248
"2259",2006,3,8,3,13427
"2260",2006,3,9,4,13305
"2261",2006,3,10,5,13162
"2262",2006,3,11,6,8602
"2263",2006,3,12,7,7558
"2264",2006,3,13,1,11742
"2265",2006,3,14,2,13358
"2266",2006,3,15,3,13183
"2267",2006,3,16,4,13125
"2268",2006,3,17,5,13003
"2269",2006,3,18,6,8757
"2270",2006,3,19,7,7355
"2271",2006,3,20,1,12335
"2272",2006,3,21,2,13378
"2273",2006,3,22,3,13027
"2274",2006,3,23,4,13042
"2275",2006,3,24,5,12874
"2276",2006,3,25,6,8381
"2277",2006,3,26,7,7403
"2278",2006,3,27,1,12095
"2279",2006,3,28,2,13246
"2280",2006,3,29,3,13114
"2281",2006,3,30,4,13067
"2282",2006,3,31,5,12406
"2283",2006,4,1,6,8268
"2284",2006,4,2,7,7271
"2285",2006,4,3,1,12398
"2286",2006,4,4,2,13287
"2287",2006,4,5,3,13348
"2288",2006,4,6,4,13069
"2289",2006,4,7,5,12922
"2290",2006,4,8,6,8333
"2291",2006,4,9,7,7314
"2292",2006,4,10,1,12233
"2293",2006,4,11,2,13504
"2294",2006,4,12,3,13120
"2295",2006,4,13,4,12853
"2296",2006,4,14,5,12139
"2297",2006,4,15,6,8227
"2298",2006,4,16,7,7030
"2299",2006,4,17,1,11897
"2300",2006,4,18,2,13415
"2301",2006,4,19,3,12979
"2302",2006,4,20,4,13157
"2303",2006,4,21,5,12776
"2304",2006,4,22,6,8397
"2305",2006,4,23,7,7141
"2306",2006,4,24,1,12164
"2307",2006,4,25,2,13238
"2308",2006,4,26,3,13011
"2309",2006,4,27,4,13120
"2310",2006,4,28,5,12562
"2311",2006,4,29,6,8287
"2312",2006,4,30,7,7127
"2313",2006,5,1,1,12248
"2314",2006,5,2,2,13242
"2315",2006,5,3,3,13059
"2316",2006,5,4,4,12941
"2317",2006,5,5,5,12983
"2318",2006,5,6,6,8297
"2319",2006,5,7,7,7343
"2320",2006,5,8,1,12355
"2321",2006,5,9,2,13100
"2322",2006,5,10,3,13079
"2323",2006,5,11,4,12921
"2324",2006,5,12,5,12685
"2325",2006,5,13,6,8260
"2326",2006,5,14,7,7288
"2327",2006,5,15,1,12476
"2328",2006,5,16,2,13630
"2329",2006,5,17,3,13444
"2330",2006,5,18,4,13274
"2331",2006,5,19,5,12731
"2332",2006,5,20,6,8624
"2333",2006,5,21,7,7473
"2334",2006,5,22,1,12775
"2335",2006,5,23,2,13827
"2336",2006,5,24,3,13544
"2337",2006,5,25,4,14074
"2338",2006,5,26,5,13355
"2339",2006,5,27,6,8883
"2340",2006,5,28,7,7651
"2341",2006,5,29,1,8099
"2342",2006,5,30,2,13051
"2343",2006,5,31,3,14189
"2344",2006,6,1,4,14257
"2345",2006,6,2,5,13772
"2346",2006,6,3,6,8878
"2347",2006,6,4,7,7834
"2348",2006,6,5,1,13004
"2349",2006,6,6,2,11661
"2350",2006,6,7,3,13693
"2351",2006,6,8,4,14137
"2352",2006,6,9,5,13203
"2353",2006,6,10,6,8619
"2354",2006,6,11,7,7653
"2355",2006,6,12,1,12652
"2356",2006,6,13,2,13378
"2357",2006,6,14,3,13800
"2358",2006,6,15,4,13765
"2359",2006,6,16,5,13461
"2360",2006,6,17,6,8892
"2361",2006,6,18,7,7902
"2362",2006,6,19,1,12869
"2363",2006,6,20,2,14021
"2364",2006,6,21,3,13586
"2365",2006,6,22,4,13722
"2366",2006,6,23,5,13136
"2367",2006,6,24,6,8740
"2368",2006,6,25,7,7727
"2369",2006,6,26,1,12660
"2370",2006,6,27,2,14119
"2371",2006,6,28,3,14246
"2372",2006,6,29,4,14218
"2373",2006,6,30,5,14010
"2374",2006,7,1,6,9285
"2375",2006,7,2,7,7817
"2376",2006,7,3,1,11867
"2377",2006,7,4,2,9083
"2378",2006,7,5,3,13124
"2379",2006,7,6,4,15007
"2380",2006,7,7,5,14580
"2381",2006,7,8,6,9526
"2382",2006,7,9,7,8088
"2383",2006,7,10,1,13306
"2384",2006,7,11,2,14413
"2385",2006,7,12,3,13919
"2386",2006,7,13,4,13926
"2387",2006,7,14,5,14174
"2388",2006,7,15,6,9477
"2389",2006,7,16,7,8150
"2390",2006,7,17,1,13454
"2391",2006,7,18,2,14456
"2392",2006,7,19,3,14019
"2393",2006,7,20,4,14239
"2394",2006,7,21,5,14195
"2395",2006,7,22,6,9219
"2396",2006,7,23,7,8156
"2397",2006,7,24,1,13075
"2398",2006,7,25,2,14387
"2399",2006,7,26,3,14093
"2400",2006,7,27,4,14270
"2401",2006,7,28,5,13912
"2402",2006,7,29,6,9332
"2403",2006,7,30,7,8105
"2404",2006,7,31,1,12791
"2405",2006,8,1,2,14537
"2406",2006,8,2,3,14114
"2407",2006,8,3,4,14093
"2408",2006,8,4,5,13899
"2409",2006,8,5,6,9441
"2410",2006,8,6,7,7881
"2411",2006,8,7,1,13112
"2412",2006,8,8,2,14507
"2413",2006,8,9,3,14277
"2414",2006,8,10,4,14331
"2415",2006,8,11,5,13975
"2416",2006,8,12,6,9401
"2417",2006,8,13,7,7979
"2418",2006,8,14,1,13313
"2419",2006,8,15,2,14570
"2420",2006,8,16,3,14330
"2421",2006,8,17,4,14355
"2422",2006,8,18,5,13864
"2423",2006,8,19,6,9509
"2424",2006,8,20,7,8217
"2425",2006,8,21,1,13236
"2426",2006,8,22,2,14433
"2427",2006,8,23,3,14360
"2428",2006,8,24,4,14109
"2429",2006,8,25,5,13921
"2430",2006,8,26,6,9313
"2431",2006,8,27,7,8144
"2432",2006,8,28,1,13433
"2433",2006,8,29,2,14688
"2434",2006,8,30,3,14466
"2435",2006,8,31,4,14391
"2436",2006,9,1,5,14458
"2437",2006,9,2,6,9426
"2438",2006,9,3,7,8162
"2439",2006,9,4,1,8298
"2440",2006,9,5,2,13654
"2441",2006,9,6,3,15391
"2442",2006,9,7,4,15454
"2443",2006,9,8,5,15018
"2444",2006,9,9,6,9759
"2445",2006,9,10,7,8407
"2446",2006,9,11,1,12868
"2447",2006,9,12,2,15078
"2448",2006,9,13,3,14769
"2449",2006,9,14,4,15099
"2450",2006,9,15,5,14762
"2451",2006,9,16,6,9648
"2452",2006,9,17,7,8701
"2453",2006,9,18,1,13958
"2454",2006,9,19,2,15205
"2455",2006,9,20,3,14850
"2456",2006,9,21,4,14965
"2457",2006,9,22,5,14708
"2458",2006,9,23,6,9815
"2459",2006,9,24,7,8371
"2460",2006,9,25,1,13740
"2461",2006,9,26,2,14912
"2462",2006,9,27,3,14465
"2463",2006,9,28,4,14281
"2464",2006,9,29,5,13828
"2465",2006,9,30,6,9154
"2466",2006,10,1,7,8263
"2467",2006,10,2,1,13109
"2468",2006,10,3,2,14550
"2469",2006,10,4,3,14214
"2470",2006,10,5,4,14212
"2471",2006,10,6,5,13829
"2472",2006,10,7,6,9015
"2473",2006,10,8,7,7940
"2474",2006,10,9,1,12796
"2475",2006,10,10,2,14480
"2476",2006,10,11,3,14086
"2477",2006,10,12,4,13985
"2478",2006,10,13,5,12628
"2479",2006,10,14,6,8804
"2480",2006,10,15,7,7757
"2481",2006,10,16,1,12873
"2482",2006,10,17,2,14304
"2483",2006,10,18,3,13877
"2484",2006,10,19,4,13648
"2485",2006,10,20,5,13327
"2486",2006,10,21,6,8803
"2487",2006,10,22,7,7805
"2488",2006,10,23,1,12836
"2489",2006,10,24,2,14153
"2490",2006,10,25,3,13751
"2491",2006,10,26,4,13974
"2492",2006,10,27,5,13374
"2493",2006,10,28,6,8789
"2494",2006,10,29,7,7974
"2495",2006,10,30,1,12465
"2496",2006,10,31,2,12064
"2497",2006,11,1,3,13969
"2498",2006,11,2,4,13920
"2499",2006,11,3,5,13589
"2500",2006,11,4,6,8787
"2501",2006,11,5,7,7957
"2502",2006,11,6,1,12893
"2503",2006,11,7,2,13779
"2504",2006,11,8,3,13798
"2505",2006,11,9,4,13783
"2506",2006,11,10,5,13571
"2507",2006,11,11,6,8807
"2508",2006,11,12,7,7650
"2509",2006,11,13,1,12546
"2510",2006,11,14,2,14229
"2511",2006,11,15,3,13881
"2512",2006,11,16,4,14073
"2513",2006,11,17,5,14158
"2514",2006,11,18,6,8844
"2515",2006,11,19,7,7577
"2516",2006,11,20,1,14053
"2517",2006,11,21,2,14835
"2518",2006,11,22,3,13181
"2519",2006,11,23,4,7521
"2520",2006,11,24,5,9640
"2521",2006,11,25,6,8217
"2522",2006,11,26,7,7585
"2523",2006,11,27,1,13150
"2524",2006,11,28,2,14575
"2525",2006,11,29,3,13997
"2526",2006,11,30,4,13411
"2527",2006,12,1,5,13451
"2528",2006,12,2,6,8740
"2529",2006,12,3,7,7607
"2530",2006,12,4,1,12498
"2531",2006,12,5,2,13859
"2532",2006,12,6,3,13840
"2533",2006,12,7,4,13619
"2534",2006,12,8,5,12945
"2535",2006,12,9,6,8769
"2536",2006,12,10,7,7520
"2537",2006,12,11,1,12803
"2538",2006,12,12,2,14301
"2539",2006,12,13,3,13794
"2540",2006,12,14,4,13993
"2541",2006,12,15,5,13489
"2542",2006,12,16,6,9012
"2543",2006,12,17,7,7741
"2544",2006,12,18,1,13597
"2545",2006,12,19,2,14900
"2546",2006,12,20,3,14900
"2547",2006,12,21,4,14452
"2548",2006,12,22,5,12998
"2549",2006,12,23,6,8318
"2550",2006,12,24,7,6708
"2551",2006,12,25,1,6409
"2552",2006,12,26,2,11087
"2553",2006,12,27,3,14795
"2554",2006,12,28,4,14997
"2555",2006,12,29,5,14402
"2556",2006,12,30,6,9498
"2557",2006,12,31,7,7569
"2558",2007,1,1,1,7322
"2559",2007,1,2,2,11807
"2560",2007,1,3,3,13687
"2561",2007,1,4,4,13564
"2562",2007,1,5,5,13960
"2563",2007,1,6,6,8865
"2564",2007,1,7,7,7580
"2565",2007,1,8,1,12315
"2566",2007,1,9,2,13237
"2567",2007,1,10,3,13264
"2568",2007,1,11,4,13517
"2569",2007,1,12,5,13400
"2570",2007,1,13,6,8670
"2571",2007,1,14,7,7653
"2572",2007,1,15,1,11820
"2573",2007,1,16,2,12825
"2574",2007,1,17,3,13244
"2575",2007,1,18,4,13495
"2576",2007,1,19,5,12921
"2577",2007,1,20,6,8600
"2578",2007,1,21,7,7563
"2579",2007,1,22,1,12454
"2580",2007,1,23,2,13418
"2581",2007,1,24,3,13320
"2582",2007,1,25,4,13448
"2583",2007,1,26,5,13110
"2584",2007,1,27,6,8633
"2585",2007,1,28,7,7633
"2586",2007,1,29,1,12402
"2587",2007,1,30,2,13486
"2588",2007,1,31,3,13308
"2589",2007,2,1,4,13557
"2590",2007,2,2,5,13305
"2591",2007,2,3,6,8821
"2592",2007,2,4,7,7628
"2593",2007,2,5,1,12369
"2594",2007,2,6,2,13495
"2595",2007,2,7,3,13466
"2596",2007,2,8,4,13451
"2597",2007,2,9,5,13419
"2598",2007,2,10,6,8732
"2599",2007,2,11,7,7833
"2600",2007,2,12,1,12792
"2601",2007,2,13,2,13437
"2602",2007,2,14,3,13647
"2603",2007,2,15,4,13642
"2604",2007,2,16,5,13517
"2605",2007,2,17,6,8940
"2606",2007,2,18,7,7791
"2607",2007,2,19,1,11752
"2608",2007,2,20,2,13466
"2609",2007,2,21,3,13470
"2610",2007,2,22,4,13748
"2611",2007,2,23,5,13347
"2612",2007,2,24,6,8732
"2613",2007,2,25,7,7725
"2614",2007,2,26,1,12578
"2615",2007,2,27,2,13591
"2616",2007,2,28,3,13366
"2617",2007,3,1,4,13572
"2618",2007,3,2,5,13244
"2619",2007,3,3,6,8739
"2620",2007,3,4,7,7566
"2621",2007,3,5,1,12480
"2622",2007,3,6,2,13551
"2623",2007,3,7,3,13520
"2624",2007,3,8,4,13751
"2625",2007,3,9,5,13508
"2626",2007,3,10,6,8729
"2627",2007,3,11,7,7390
"2628",2007,3,12,1,12524
"2629",2007,3,13,2,13147
"2630",2007,3,14,3,13311
"2631",2007,3,15,4,13471
"2632",2007,3,16,5,13286
"2633",2007,3,17,6,8791
"2634",2007,3,18,7,7681
"2635",2007,3,19,1,12366
"2636",2007,3,20,2,13844
"2637",2007,3,21,3,13710
"2638",2007,3,22,4,13388
"2639",2007,3,23,5,13464
"2640",2007,3,24,6,8762
"2641",2007,3,25,7,7785
"2642",2007,3,26,1,12462
"2643",2007,3,27,2,13664
"2644",2007,3,28,3,13420
"2645",2007,3,29,4,13171
"2646",2007,3,30,5,13138
"2647",2007,3,31,6,8453
"2648",2007,4,1,7,7372
"2649",2007,4,2,1,12450
"2650",2007,4,3,2,13504
"2651",2007,4,4,3,13729
"2652",2007,4,5,4,13360
"2653",2007,4,6,5,12308
"2654",2007,4,7,6,8253
"2655",2007,4,8,7,6903
"2656",2007,4,9,1,12120
"2657",2007,4,10,2,13564
"2658",2007,4,11,3,13430
"2659",2007,4,12,4,13609
"2660",2007,4,13,5,12168
"2661",2007,4,14,6,8237
"2662",2007,4,15,7,7225
"2663",2007,4,16,1,12502
"2664",2007,4,17,2,13604
"2665",2007,4,18,3,13386
"2666",2007,4,19,4,13358
"2667",2007,4,20,5,13000
"2668",2007,4,21,6,8302
"2669",2007,4,22,7,7590
"2670",2007,4,23,1,12431
"2671",2007,4,24,2,13519
"2672",2007,4,25,3,13368
"2673",2007,4,26,4,13001
"2674",2007,4,27,5,12795
"2675",2007,4,28,6,8302
"2676",2007,4,29,7,7409
"2677",2007,4,30,1,12182
"2678",2007,5,1,2,13902
"2679",2007,5,2,3,13325
"2680",2007,5,3,4,13155
"2681",2007,5,4,5,12773
